公司名稱,公司代號,n,confidence(%),every_record
台聯櫃,5601,3,56.13,52.13 ; 18.26 ; 98.0
台聯電,4905,32,88.3,84.63 ; 45.74 ; 56.92 ; 64.64 ; 100.0 ; 10.45 ; 100.0 ; 100.0 ; 42.0 ; 94.5 ; 33.0 ; 100.0 ; 100.0 ; 100.0 ; 100.0 ; 100.0 ; 100.0 ; 100.0 ; 100.0 ; 100.0 ; 100.0 ; 100.0 ; 100.0 ; 100.0 ; 100.0 ; 100.0 ; 100.0 ; 100.0 ; 100.0 ; 100.0 ; 100.0 ; 93.8
台肥,1722,1,100.0,100.0
台苯,1310,4,46.74,3.23 ; 68.88 ; 100.0 ; 14.86
台虹,8039,3,63.67,37.93 ; 75.8 ; 77.27
台蠟,1742,2,74.64,99.67 ; 49.6
台表科,6278,2,46.25,62.5 ; 30.0
台通,8011,2,70.8,100.0 ; 41.6
台郡,6269,14,51.71,8.75 ; 7.66 ; 63.48 ; 65.03 ; 45.51 ; 100.0 ; 18.08 ; 100.0 ; 50.12 ; 0.0 ; 0.0 ; 65.35 ; 100.0 ; 100.0
台開,2841,33,65.38,100.0 ; 100.0 ; 0.0 ; 100.0 ; 50.0 ; 100.0 ; 100.0 ; 6.06 ; 17.26 ; 37.17 ; 40.28 ; 44.0 ; 44.89 ; 94.27 ; 68.37 ; 12.48 ; 67.0 ; 40.0 ; 32.36 ; 70.19 ; 59.31 ; 57.75 ; 100.0 ; 100.0 ; 68.5 ; 100.0 ; 100.0 ; 100.0 ; 100.0 ; 75.15 ; 52.47 ; 69.7 ; 50.32
台驊投控,2636,8,33.7,63.95 ; 29.05 ; 25.4 ; 4.4 ; 23.76 ; 39.4 ; 68.05 ; 15.56
合勤控,3704,12,56.93,0.0 ; 72.35 ; 47.59 ; 100.0 ; 25.59 ; 21.01 ; 62.55 ; 39.38 ; 100.0 ; 100.0 ; 14.68 ; 100.0
合富-KY,4745,1,100.0,100.0
合庫金,5880,1,0.0,0.0
合晶,6182,4,39.44,100.0 ; 11.67 ; 46.07 ; 0.0
合正,5381,2,52.5,5.0 ; 100.0
合邦,6103,3,83.0,100.0 ; 100.0 ; 48.99
合騏,8937,8,67.26,31.9 ; 100.0 ; 100.0 ; 95.0 ; 100.0 ; 3.33 ; 27.87 ; 80.0
吉茂,1587,5,94.12,70.59 ; 100.0 ; 100.0 ; 100.0 ; 100.0
同亨,5490,9,90.69,100.0 ; 100.0 ; 100.0 ; 99.87 ; 100.0 ; 86.33 ; 100.0 ; 30.0 ; 100.0
同協,5460,7,93.55,96.0 ; 100.0 ; 58.82 ; 100.0 ; 100.0 ; 100.0 ; 100.0
同欣電,6271,2,28.22,19.78 ; 36.67
同泰,3321,2,36.35,68.05 ; 4.65
同致,3552,2,58.95,55.4 ; 62.5
同開,3018,3,51.09,53.28 ; 100.0 ; 0.0
和勤,1586,13,56.17,8.83 ; 70.25 ; 16.9 ; 0.0 ; 100.0 ; 100.0 ; 0.0 ; 100.0 ; 100.0 ; 50.0 ; 78.3 ; 51.0 ; 54.9
和大,1536,3,40.08,100.0 ; 12.93 ; 7.32
和康生,1783,1,69.1,69.1
和成,1810,1,72.0,72.0
和桐,1714,10,71.66,78.3 ; 100.0 ; 100.0 ; 92.41 ; 82.23 ; 54.22 ; 81.25 ; 94.94 ; 1.45 ; 31.79
和椿,6215,1,100.0,100.0
和益,1709,1,0.0,0.0
和碩,4938,2,46.21,39.6 ; 52.82
和鑫,3049,3,26.19,43.96 ; 25.07 ; 9.54
品安,8088,4,41.86,46.95 ; 20.5 ; 0.0 ; 100.0
唐鋒,4609,5,81.87,29.5 ; 99.7 ; 100.0 ; 80.16 ; 100.0
商億-KY,8482,2,61.14,100.0 ; 22.27
啟碁,6285,3,76.28,28.83 ; 100.0 ; 100.0
喬山,1736,3,75.52,100.0 ; 100.0 ; 26.55
喬福,1540,5,7.35,0.0 ; 0.0 ; 0.0 ; 36.75 ; 0.0
喬鼎,3057,7,75.62,20.0 ; 100.0 ; 41.28 ; 68.05 ; 100.0 ; 100.0 ; 100.0
單井,3490,4,62.89,30.0 ; 31.56 ; 100.0 ; 90.0
嘉彰,4942,4,55.43,5.16 ; 20.68 ; 100.0 ; 95.88
嘉晶,3016,1,73.13,73.13
嘉泥,1103,9,46.82,100.0 ; 2.1 ; 86.6 ; 11.24 ; 66.23 ; 26.51 ; 8.19 ; 100.0 ; 20.5
嘉聯益,6153,3,62.71,55.46 ; 32.68 ; 100.0
嘉里大榮,2608,4,63.63,83.33 ; 33.4 ; 39.83 ; 97.97
固緯,2423,2,20.35,36.2 ; 4.5
國光生,4142,3,68.89,66.67 ; 40.0 ; 100.0
國喬,1312,2,59.48,100.0 ; 18.95
國巨,2327,16,56.61,100.0 ; 1.97 ; 59.66 ; 99.53 ; 38.3 ; 49.37 ; 87.23 ; 19.9 ; 13.48 ; 13.52 ; 61.16 ; 11.31 ; 65.89 ; 100.0 ; 100.0 ; 84.44
國建,2501,4,40.15,55.33 ; 27.43 ; 70.27 ; 7.57
國泰金,2882,4,97.84,100.0 ; 91.35 ; 100.0 ; 100.0
國產,2504,9,38.36,28.82 ; 20.47 ; 2.5 ; 24.58 ; 26.72 ; 100.0 ; 50.0 ; 86.0 ; 6.19
國眾,5410,5,81.69,91.76 ; 82.98 ; 48.37 ; 100.0 ; 85.33
國碩,2406,1,50.0,50.0
國票金,2889,6,86.67,100.0 ; 100.0 ; 100.0 ; 100.0 ; 100.0 ; 20.0
國精化,4722,3,81.69,100.0 ; 69.65 ; 75.43
國統,8936,6,20.29,18.6 ; 42.0 ; 16.27 ; 22.5 ; 14.72 ; 7.64
國際中橡,2104,3,19.63,5.48 ; 3.95 ; 49.45
圓剛,2417,19,77.82,100.0 ; 34.94 ; 100.0 ; 90.16 ; 100.0 ; 100.0 ; 68.33 ; 92.76 ; 40.0 ; 100.0 ; 100.0 ; 100.0 ; 52.34 ; 33.05 ; 32.46 ; 81.7 ; 97.25 ; 95.55 ; 60.04
圓展,3669,3,43.99,0.8 ; 31.18 ; 100.0
均華,6640,3,100.0,100.0 ; 100.0 ; 100.0
均豪,5443,13,65.1,0.0 ; 20.7 ; 15.1 ; 100.0 ; 100.0 ; 97.7 ; 0.0 ; 100.0 ; 100.0 ; 12.8 ; 100.0 ; 100.0 ; 100.0
坤悅,5206,3,34.78,34.34 ; 20.0 ; 50.0
基勝-KY,8427,2,54.54,68.6 ; 40.48
基士德-KY,6641,1,50.0,50.0
基泰,2538,2,46.15,36.68 ; 55.62
堤維西,1522,5,39.62,61.03 ; 33.0 ; 18.59 ; 40.0 ; 45.47
增你強,3028,8,64.1,24.47 ; 100.0 ; 100.0 ; 38.3 ; 100.0 ; 50.0 ; 100.0 ; 0.0
士電,1503,1,1.77,1.77
夆典,3052,7,83.57,100.0 ; 100.0 ; 100.0 ; 100.0 ; 42.91 ; 42.08 ; 100.0
夠麻吉,8472,2,66.08,98.65 ; 33.5
大中,6435,1,51.67,51.67
大亞,1609,16,86.31,97.66 ; 100.0 ; 100.0 ; 99.45 ; 100.0 ; 85.56 ; 100.0 ; 62.18 ; 100.0 ; 14.11 ; 100.0 ; 83.48 ; 83.45 ; 100.0 ; 100.0 ; 55.0
大億金茂,8107,7,52.8,100.0 ; 100.0 ; 23.84 ; 30.4 ; 86.96 ; 18.93 ; 9.5
大台北,9908,7,73.92,17.44 ; 0.0 ; 100.0 ; 100.0 ; 100.0 ; 100.0 ; 100.0
大同,2371,2,5.26,9.76 ; 0.75
大國鋼,8415,4,42.49,59.02 ; 41.65 ; 41.33 ; 27.95
大地-KY,8437,1,32.17,32.17
大學光,3218,3,14.61,34.75 ; 6.23 ; 2.85
大宇,1445,9,83.32,87.75 ; 90.76 ; 100.0 ; 100.0 ; 100.0 ; 100.0 ; 51.4 ; 100.0 ; 20.01
大宇資,6111,5,46.89,60.7 ; 99.4 ; 16.5 ; 53.67 ; 4.17
大將,1453,1,51.87,51.87
大成,1210,3,100.0,100.0 ; 100.0 ; 100.0
大成鋼,2027,13,39.22,77.55 ; 83.17 ; 7.87 ; 55.58 ; 2.03 ; 19.33 ; 100.0 ; 52.14 ; 51.5 ; 26.98 ; 33.56 ; 0.0 ; 0.12
大東,1441,3,96.69,100.0 ; 92.38 ; 97.7
大毅,2478,15,79.43,100.0 ; 100.0 ; 47.27 ; 100.0 ; 17.44 ; 100.0 ; 100.0 ; 65.64 ; 55.8 ; 100.0 ; 100.0 ; 82.8 ; 41.02 ; 100.0 ; 81.42
大江,8436,2,66.94,100.0 ; 33.87
大洋-KY,5907,6,54.18,33.33 ; 75.05 ; 50.75 ; 56.8 ; 47.45 ; 61.7
大田,8924,1,100.0,100.0
大甲,2221,2,50.76,62.33 ; 39.2
大略-KY,4804,1,96.47,96.47
大立,4716,4,77.64,100.0 ; 89.7 ; 59.13 ; 61.74
大立光,3008,1,50.07,50.07
大聯大,3702,3,100.0,100.0 ; 100.0 ; 100.0
大華,9905,2,31.4,30.1 ; 32.71
大魯閣,1432,3,53.79,100.0 ; 53.33 ; 8.05
天剛,5310,4,64.8,66.67 ; 39.63 ; 52.89 ; 100.0
天品,6199,8,59.33,100.0 ; 8.25 ; 35.19 ; 34.71 ; 100.0 ; 100.0 ; 1.13 ; 95.4
天宇,8171,3,31.16,30.45 ; 37.35 ; 25.67
天方能源,3073,3,74.6,99.65 ; 100.0 ; 24.15
天瀚,6225,3,100.0,100.0 ; 100.0 ; 100.0
天鈺,4961,1,7.38,7.38
天鉞電,5251,2,77.09,100.0 ; 54.17
太子,2511,5,53.55,4.17 ; 23.45 ; 54.33 ; 95.29 ; 90.52
太普高,3284,5,82.2,11.0 ; 100.0 ; 100.0 ; 100.0 ; 100.0
太欣,5302,9,65.4,46.5 ; 100.0 ; 33.54 ; 12.18 ; 100.0 ; 100.0 ; 100.0 ; 70.0 ; 26.42
太空梭,2440,1,100.0,100.0
太設,2506,3,67.13,1.4 ; 100.0 ; 100.0
太醫,4126,1,100.0,100.0
奇偶,3356,1,100.0,100.0
奇力新,2456,3,88.63,75.48 ; 90.4 ; 100.0
奇鋐,3017,2,85.17,100.0 ; 70.34
好德,3114,4,48.56,1.07 ; 38.27 ; 54.9 ; 100.0
好樂迪,9943,1,1.14,1.14
如興,4414,12,75.05,23.7 ; 32.0 ; 100.0 ; 100.0 ; 100.0 ; 100.0 ; 100.0 ; 84.22 ; 99.0 ; 100.0 ; 50.39 ; 11.32
威健,3033,4,94.06,100.0 ; 100.0 ; 100.0 ; 76.24
威剛,3260,10,83.32,100.0 ; 62.57 ; 100.0 ; 100.0 ; 100.0 ; 64.46 ; 21.47 ; 100.0 ; 93.72 ; 91.02
威強電,3022,8,55.48,86.57 ; 63.67 ; 7.11 ; 11.27 ; 100.0 ; 6.0 ; 100.0 ; 69.2
威潤,6465,4,98.75,100.0 ; 100.0 ; 95.0 ; 100.0
威盛,2388,4,66.51,53.27 ; 83.36 ; 78.79 ; 50.6
威致,2028,2,75.12,100.0 ; 50.25
宇峻,3546,3,54.32,50.7 ; 50.6 ; 61.67
宇智,6470,1,12.63,12.63
宇環,3276,1,35.4,35.4
宇瞻,8271,4,36.46,31.88 ; 100.0 ; 13.95 ; 0.0
宇隆,2233,1,3.64,3.64
安力-KY,5223,1,2.56,2.56
安勤,3479,1,10.47,10.47
安國,8054,7,71.07,50.05 ; 21.77 ; 72.63 ; 66.53 ; 100.0 ; 86.6 ; 99.94
安心,1259,1,12.04,12.04
安普新,6743,1,50.0,50.0
安泰銀,2849,3,30.5,23.29 ; 40.38 ; 27.84
安瑞-KY,3664,6,73.67,100.0 ; 39.69 ; 100.0 ; 100.0 ; 52.32 ; 50.0
安碁,6174,1,40.0,40.0
安鈦克,6276,3,68.51,88.0 ; 97.53 ; 20.0
安馳,3528,1,75.0,75.0
宏佳騰,1599,5,56.12,7.06 ; 56.8 ; 52.0 ; 64.73 ; 100.0
宏全,9939,3,73.54,74.36 ; 95.33 ; 50.93
宏和,1446,4,11.4,0.0 ; 0.0 ; 45.6 ; 0.0
宏大,8932,1,100.0,100.0
宏捷科,8086,1,64.0,64.0
宏普,2536,1,21.47,21.47
宏正,6277,3,78.16,100.0 ; 34.47 ; 100.0
宏泰,1612,5,56.91,38.87 ; 45.57 ; 62.28 ; 57.12 ; 80.71
宏璟,2527,2,27.52,46.85 ; 8.18
宏益,1452,6,100.0,100.0 ; 100.0 ; 100.0 ; 100.0 ; 100.0 ; 100.0
宏盛,2534,4,35.2,15.71 ; 91.61 ; 10.15 ; 23.32
宏碁,2353,16,82.07,100.0 ; 100.0 ; 100.0 ; 100.0 ; 100.0 ; 100.0 ; 48.43 ; 100.0 ; 100.0 ; 100.0 ; 100.0 ; 53.0 ; 100.0 ; 100.0 ; 0.0 ; 11.77
宏致,3605,2,71.25,50.1 ; 92.4
宏觀,6568,2,34.0,0.0 ; 68.0
宏達電,2498,13,63.21,72.48 ; 100.0 ; 54.5 ; 100.0 ; 47.86 ; 100.0 ; 0.0 ; 100.0 ; 100.0 ; 69.14 ; 51.93 ; 8.22 ; 17.63
宏遠,1460,7,58.94,74.78 ; 51.64 ; 86.2 ; 77.74 ; 50.5 ; 26.13 ; 45.56
宏遠證,6015,24,68.87,0.33 ; 100.0 ; 63.89 ; 100.0 ; 79.72 ; 65.87 ; 62.67 ; 57.33 ; 100.0 ; 100.0 ; 17.68 ; 69.63 ; 75.0 ; 50.0 ; 50.0 ; 100.0 ; 100.0 ; 50.0 ; 100.0 ; 60.0 ; 100.0 ; 50.0 ; 54.0 ; 46.78
宏齊,6168,1,56.6,56.6
官田鋼,2017,4,26.61,51.46 ; 38.89 ; 1.5 ; 14.59
定穎,6251,3,76.67,30.0 ; 100.0 ; 100.0
宜特,3289,5,83.43,17.14 ; 100.0 ; 100.0 ; 100.0 ; 100.0
宜進,1457,5,77.57,100.0 ; 35.0 ; 93.62 ; 59.25 ; 100.0
客思達-KY,2936,1,100.0,100.0
宣德,5457,4,97.42,89.68 ; 100.0 ; 100.0 ; 100.0
家登,3680,3,32.45,13.3 ; 34.05 ; 50.0
富喬,1815,12,86.51,95.62 ; 100.0 ; 45.08 ; 62.18 ; 100.0 ; 35.2 ; 100.0 ; 100.0 ; 100.0 ; 100.0 ; 100.0 ; 100.0
富強鑫,6603,5,82.43,100.0 ; 100.0 ; 22.5 ; 91.37 ; 98.29
富旺,6219,3,61.27,93.86 ; 40.9 ; 49.06
富爾特,6136,3,88.97,100.0 ; 66.92 ; 100.0
富邦媒,8454,1,100.0,100.0
富邦金,2881,7,72.44,16.74 ; 90.24 ; 86.59 ; 100.0 ; 96.08 ; 17.41 ; 100.0
富驊,5465,2,100.0,100.0 ; 100.0
富鼎,8261,6,64.94,89.9 ; 100.0 ; 100.0 ; 68.86 ; 30.9 ; 0.0
寬魚國際,6101,2,99.5,100.0 ; 99.0
寶得利,5301,2,50.45,85.17 ; 15.73
寶成,9904,7,66.3,100.0 ; 63.0 ; 28.4 ; 86.6 ; 100.0 ; 55.0 ; 31.11
寶碩,5210,8,74.04,42.33 ; 42.0 ; 57.06 ; 100.0 ; 100.0 ; 100.0 ; 66.35 ; 84.56
尖點,8021,1,50.0,50.0
尚凡,5278,3,32.68,50.0 ; 0.4 ; 47.65
尚立,3360,5,55.04,35.85 ; 70.62 ; 85.63 ; 80.0 ; 3.1
尼克森,3317,1,27.53,27.53
居易,6216,1,100.0,100.0
展匯科,6594,2,71.7,43.4 ; 100.0
山林水,8473,1,100.0,100.0
山隆,2616,6,86.41,23.14 ; 95.9 ; 100.0 ; 100.0 ; 99.43 ; 100.0
岱宇,1598,5,74.98,100.0 ; 100.0 ; 34.78 ; 62.2 ; 77.93
岱稜,3303,15,78.11,50.05 ; 93.68 ; 76.95 ; 90.93 ; 79.17 ; 75.9 ; 75.73 ; 74.35 ; 32.0 ; 100.0 ; 100.0 ; 80.63 ; 89.35 ; 99.95 ; 52.9
岳豐,6220,12,69.46,100.0 ; 100.0 ; 33.53 ; 100.0 ; 98.68 ; 59.15 ; 61.15 ; 37.8 ; 82.25 ; 1.19 ; 59.74 ; 100.0
崇友,4506,10,81.09,29.48 ; 72.65 ; 84.62 ; 83.17 ; 100.0 ; 100.0 ; 100.0 ; 100.0 ; 54.07 ; 86.94
崧騰,3484,1,36.0,36.0
川寶,1595,1,22.2,22.2
州巧,3543,1,51.0,51.0
工信,5521,1,100.0,100.0
巨庭,1539,1,20.5,20.5
巨虹,8084,2,37.75,71.5 ; 4.0
巨路,6192,2,51.5,100.0 ; 3.0
帆宣,6196,1,53.64,53.64
幃翔,6185,4,36.79,100.0 ; 26.67 ; 20.5 ; 0.0
年興,1451,3,29.61,51.51 ; 36.38 ; 0.93
康友-KY,6452,1,58.6,58.6
康和證,6016,28,68.72,31.48 ; 9.41 ; 93.78 ; 100.0 ; 74.51 ; 100.0 ; 100.0 ; 73.0 ; 19.07 ; 100.0 ; 100.0 ; 100.0 ; 50.0 ; 45.48 ; 22.1 ; 14.3 ; 41.27 ; 53.08 ; 14.2 ; 45.0 ; 64.1 ; 100.0 ; 100.0 ; 83.33 ; 90.0 ; 100.0 ; 100.0 ; 100.0
康控-KY,4943,1,52.42,52.42
康普,4739,1,50.63,50.63
康樂-KY,4154,4,33.04,54.59 ; 40.1 ; 20.23 ; 17.24
康聯訊,3672,4,95.12,100.0 ; 100.0 ; 100.0 ; 80.5
康舒,6282,4,58.93,100.0 ; 91.2 ; 44.53 ; 0.0
康那香,9919,3,45.09,100.0 ; 35.08 ; 0.2
廣宇,2328,2,78.11,56.23 ; 100.0
廣明,6188,3,56.41,100.0 ; 12.89 ; 56.35
廣積,8050,25,72.29,57.0 ; 53.5 ; 14.31 ; 7.3 ; 100.0 ; 30.27 ; 26.4 ; 99.1 ; 57.25 ; 100.0 ; 100.0 ; 33.33 ; 91.6 ; 75.67 ; 100.0 ; 100.0 ; 100.0 ; 100.0 ; 100.0 ; 59.2 ; 25.75 ; 76.5 ; 99.95 ; 100.0 ; 100.0
廣穎,4973,2,48.68,51.51 ; 45.85
廣穎電通,4973,1,100.0,100.0
廣華-KY,1338,1,58.0,58.0
廣豐,1416,1,66.4,66.4
廣運,6125,17,76.06,72.53 ; 41.5 ; 42.1 ; 75.2 ; 100.0 ; 100.0 ; 36.0 ; 100.0 ; 100.0 ; 26.0 ; 100.0 ; 55.56 ; 94.1 ; 100.0 ; 50.0 ; 100.0 ; 100.0
廣達,2382,5,64.22,30.63 ; 52.26 ; 100.0 ; 99.43 ; 38.8
廣錠,6441,2,96.4,93.0 ; 99.8
廷鑫,2358,1,63.07,63.07
建國,5515,9,56.51,0.0 ; 50.0 ; 50.0 ; 100.0 ; 62.19 ; 72.0 ; 20.0 ; 100.0 ; 54.4
建暐,8092,1,46.8,46.8
建準,2421,7,50.64,59.63 ; 28.86 ; 75.0 ; 20.46 ; 75.55 ; 70.0 ; 25.0
建漢,3062,4,44.24,100.0 ; 14.66 ; 0.0 ; 62.28
建碁,3046,10,84.35,0.0 ; 43.53 ; 100.0 ; 100.0 ; 100.0 ; 100.0 ; 100.0 ; 100.0 ; 100.0 ; 100.0
建通,2460,4,85.79,100.0 ; 100.0 ; 64.09 ; 79.07
建達,6118,5,80.88,7.7 ; 100.0 ; 100.0 ; 96.7 ; 100.0
建錩,5014,1,53.5,53.5
弘帆,8433,1,33.07,33.07
弘煜科,6482,1,14.2,14.2
弘裕,1474,3,78.86,64.44 ; 77.82 ; 94.33
強盛,1463,4,49.88,47.41 ; 29.96 ; 45.31 ; 76.84
強茂,2481,13,75.2,10.55 ; 100.0 ; 100.0 ; 100.0 ; 100.0 ; 100.0 ; 100.0 ; 100.0 ; 30.0 ; 30.0 ; 100.0 ; 100.0 ; 7.0
彩富,5489,19,69.67,71.95 ; 100.0 ; 70.43 ; 0.0 ; 38.4 ; 100.0 ; 57.6 ; 68.4 ; 37.95 ; 50.0 ; 12.95 ; 100.0 ; 100.0 ; 67.56 ; 100.0 ; 81.95 ; 70.55 ; 96.0 ; 100.0
彩晶,6116,7,82.07,100.0 ; 29.64 ; 44.84 ; 100.0 ; 100.0 ; 100.0 ; 100.0
彰源,2030,17,52.57,20.04 ; 23.0 ; 85.45 ; 36.23 ; 22.53 ; 46.95 ; 27.8 ; 52.7 ; 59.2 ; 61.03 ; 49.33 ; 50.77 ; 55.63 ; 62.07 ; 40.9 ; 100.0 ; 100.0
律勝,3354,4,40.93,49.25 ; 76.3 ; 37.1 ; 1.05
得力,1464,10,63.7,33.3 ; 53.07 ; 100.0 ; 100.0 ; 86.29 ; 48.05 ; 100.0 ; 0.0 ; 54.49 ; 61.84
御頂,3522,5,43.86,89.1 ; 15.9 ; 34.2 ; 5.0 ; 75.1
微星,2377,6,98.42,92.28 ; 100.0 ; 100.0 ; 98.25 ; 100.0 ; 100.0
微端,3285,1,68.7,68.7
德勝,8048,9,27.32,49.5 ; 35.85 ; 33.8 ; 3.75 ; 10.95 ; 18.7 ; 20.73 ; 62.88 ; 9.75
德宏,5475,5,34.75,0.0 ; 40.44 ; 29.39 ; 54.78 ; 49.12
德律,3030,2,17.93,35.87 ; 0.0
德淵,4720,1,27.0,27.0
德記,5902,4,13.84,17.94 ; 23.53 ; 8.75 ; 5.15
德麥,1264,1,1.2,1.2
必應,6625,1,79.13,79.13
志信,2611,14,82.84,89.8 ; 100.0 ; 100.0 ; 94.25 ; 100.0 ; 100.0 ; 100.0 ; 100.0 ; 4.0 ; 100.0 ; 13.0 ; 100.0 ; 100.0 ; 58.7
志聖,2467,9,65.44,7.3 ; 87.9 ; 100.0 ; 61.4 ; 89.1 ; 100.0 ; 11.37 ; 60.37 ; 71.5
志聯,2024,5,75.78,25.45 ; 53.43 ; 100.0 ; 100.0 ; 100.0
志豐,3206,4,62.5,100.0 ; 50.0 ; 100.0 ; 0.0
志超,8213,6,89.62,37.71 ; 100.0 ; 100.0 ; 100.0 ; 100.0 ; 100.0
怡利電,2497,1,71.6,71.6
恆大,1325,2,6.47,5.9 ; 7.04
恒耀國際,8349,4,54.37,10.93 ; 100.0 ; 96.57 ; 9.98
恩德,1528,14,71.93,50.0 ; 100.0 ; 100.0 ; 100.0 ; 100.0 ; 100.0 ; 100.0 ; 100.0 ; 17.4 ; 30.0 ; 1.7 ; 7.86 ; 100.0 ; 100.0
愛之味,1217,1,69.89,69.89
愛地雅,8933,4,77.55,100.0 ; 100.0 ; 100.0 ; 10.2
愛山林,2540,2,11.84,12.99 ; 10.7
愛普,6531,2,58.6,17.2 ; 100.0
慕康生醫,5398,2,15.99,7.73 ; 24.25
慧友,5484,3,100.0,100.0 ; 100.0 ; 100.0
慶豐富,9935,2,64.38,28.76 ; 100.0
慶騰,4534,4,51.94,50.0 ; 48.37 ; 16.9 ; 92.5
憶聲,3024,14,81.56,100.0 ; 0.0 ; 80.86 ; 98.8 ; 65.9 ; 39.73 ; 100.0 ; 100.0 ; 56.49 ; 100.0 ; 100.0 ; 100.0 ; 100.0 ; 100.0
應華,5392,2,75.12,100.0 ; 50.25
成霖,9934,8,72.41,87.75 ; 78.45 ; 93.12 ; 68.43 ; 18.17 ; 74.44 ; 58.92 ; 100.0
所羅門,2359,5,25.02,5.55 ; 14.15 ; 75.57 ; 20.37 ; 9.46
承啟,2425,7,68.56,100.0 ; 66.67 ; 40.0 ; 100.0 ; 2.33 ; 70.94 ; 100.0
承業醫,4164,1,100.0,100.0
技嘉,2376,11,61.92,38.67 ; 7.55 ; 2.76 ; 100.0 ; 99.8 ; 5.0 ; 100.0 ; 39.58 ; 100.0 ; 87.8 ; 100.0
振曜,6143,8,54.33,97.31 ; 100.0 ; 31.64 ; 78.56 ; 65.18 ; 0.0 ; 13.7 ; 48.27
振樺電,8114,3,49.7,100.0 ; 49.1 ; 0.0
振發,5426,9,47.85,47.95 ; 84.47 ; 7.52 ; 42.68 ; 63.97 ; 5.0 ; 29.02 ; 100.0 ; 50.0
捷必勝-KY,8418,1,100.0,100.0
捷波,6161,11,90.17,100.0 ; 50.0 ; 99.87 ; 81.07 ; 100.0 ; 100.0 ; 60.96 ; 100.0 ; 100.0 ; 100.0 ; 100.0
